,avg_model_year,avg_electric_range,avg_vehicle_age,percent_BEV,percent_PHEV,BEV_to_PHEV_ratio,median_income_2025,fast_charger_share,total_EV_count_log,BEV_count_log,PHEV_count_log,total_chargers_log,level1_chargers_log,level2_chargers_log,dc_fast_chargers_log,chargers_per_1000_EV_log
cluster_0,0.21413451177948478,0.28154773261817373,-0.21413451178030335,0.6164894280028311,-0.6135714771617411,0.7096841732079099,1.2132704502212457,0.004366480733455012,1.1608152699820447,1.1536760755104134,1.1452407035775662,1.1575848364135106,0.6895693784824277,1.1843459134164063,1.0459713047608465,-0.342761122141807
cluster_1,0.14631996606031644,-0.025777190044647267,-0.14631996606080683,-0.09512714422367298,0.09599911157614047,-0.15158462186795987,-0.5506235395113901,1.2300913471501596,-0.3002012846357149,-0.2928726632045578,-0.3013054858692828,0.020251433782551873,-0.35402952755052713,-0.36847702075590805,0.5202255340819586,0.9107623642747144
cluster_2,-0.01612398408763672,0.014603408650243597,0.016123984086990523,-0.09439676660804916,0.0919061793784943,-0.22992608119837923,-0.4026542352415229,-0.795614114422132,-0.43386516243561773,-0.419940005058321,-0.4391833802308521,-0.6790604134945538,-0.20855680204377372,-0.44731701384992434,-1.0080626829922572,-0.25517897337329176
cluster_3,-3.707015510861141,-3.0471305067127528,3.7070155108604186,-4.224636855841954,4.22279715138571,-2.4602777655653645,-0.8466482539440735,-0.8492102759656434,-2.5249112398396902,-2.7497974544312918,-2.2563533110974867,-2.091232356243826,-0.3540295275505272,-1.817485597666686,-1.0991622993947492,-2.1651500894893214
