cluster,avg_model_year,avg_electric_range,avg_vehicle_age,percent_BEV,percent_PHEV,BEV_to_PHEV_ratio,median_income_2025,fast_charger_share,total_EV_count_log,BEV_count_log,PHEV_count_log,total_chargers_log,level1_chargers_log,level2_chargers_log,dc_fast_chargers_log,chargers_per_1000_EV_log
0,0.2141345117794848,0.2815477326181737,-0.21413451178030335,0.6164894280028311,-0.6135714771617411,0.7096841732079098,1.2132704502212457,0.004366480733455001,1.1608152699820447,1.1536760755104134,1.1452407035775662,1.1575848364135106,0.6895693784824278,1.1843459134164063,1.0459713047608465,-0.34276112214180704
1,0.14631996606031644,-0.02577719004464719,-0.1463199660608068,-0.09512714422367295,0.09599911157614041,-0.15158462186795987,-0.55062353951139,1.2300913471501596,-0.3002012846357149,-0.2928726632045578,-0.30130548586928274,0.020251433782551866,-0.3540295275505272,-0.3684770207559081,0.5202255340819586,0.9107623642747146
2,-0.016123984087636746,0.014603408650243649,0.016123984086990513,-0.09439676660804916,0.0919061793784943,-0.22992608119837923,-0.4026542352415229,-0.7956141144221321,-0.4338651624356177,-0.4199400050583211,-0.4391833802308521,-0.6790604134945537,-0.2085568020437738,-0.4473170138499244,-1.0080626829922574,-0.2551789733732918
3,-3.707015510861141,-3.0471305067127528,3.7070155108604186,-4.224636855841954,4.22279715138571,-2.4602777655653645,-0.8466482539440735,-0.8492102759656434,-2.5249112398396902,-2.7497974544312918,-2.2563533110974867,-2.091232356243826,-0.3540295275505272,-1.817485597666686,-1.0991622993947492,-2.165150089489322
